,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
206,206,CHEMBL252710,150.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@@H](Cc4ccccc4)N3)cc2)S(=O)(=O)N1,6.823908740944319,620.137496624,7,3,3.0988000000000016,620.137496624,7,3,3.0988000000000016,True
209,209,CHEMBL209197,160.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3c(F)cccc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.795880017344075,546.08431818,6,3,2.9942,546.08431818,6,3,2.9942,True
210,210,CHEMBL207645,160.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(Cl)ccc3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.795880017344075,578.0252171000001,6,3,4.022800000000003,578.0252171000001,6,3,4.022800000000003,True
213,213,CHEMBL261419,160.0,nM,O=P(O)(O)C(F)(F)c1cc2nc(/C=C/c3ccccc3)ccc2cc1Br,6.795880017344075,438.978448446,2,2,5.394700000000004,438.978448446,2,2,5.394700000000004,True
215,215,CHEMBL253282,160.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(-c4ccccc4)[nH]3)cc2)S(=O)(=O)N1,6.795880017344075,554.1093900559999,6,3,3.368900000000001,554.1093900559999,6,3,3.368900000000001,True
217,217,CHEMBL211990,160.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccccc3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.795880017344075,544.0641894519999,6,3,3.3694000000000015,544.0641894519999,6,3,3.3694000000000015,True
218,218,CHEMBL274743,160.0,nM,COC(=O)c1c(O)cccc1OCCCCc1cnc(C(Cc2ccc(C3CC(=O)NS3(=O)=O)c(C)c2)NS(=O)(=O)c2cccc(F)c2)[nH]1,6.795880017344075,714.18294892,10,4,3.9042200000000022,714.18294892,10,4,3.9042200000000022,True
219,219,CHEMBL253477,160.0,nM,Cc1cc(CC(NS(=O)(=O)c2cccc(F)c2)C2=NC[C@@H](CCCOc3cccc(S(C)(=O)=O)c3)N2)ccc1C1CC(=O)NS1(=O)=O,6.795880017344075,706.1601053,10,3,2.5475200000000005,706.1601053,10,3,2.5475200000000005,True
222,222,CHEMBL564699,164.7,nM,CC1(C)SCC(CCCCC(=O)Nc2ccc3c(c2)C[C@@H](C(=O)O)OC3)S1,6.783306400830245,409.13815034399994,5,2,4.296100000000003,409.13815034399994,5,2,4.296100000000003,True
223,223,CHEMBL4163860,165.9,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)NC)c1,6.780153613975639,508.199170364,7,4,2.9355,508.199170364,7,4,2.9355,True
224,224,CHEMBL554726,167.3,nM,O=C(CCCC[C@@H]1CCSCS1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,6.776504059037606,395.12250027999994,5,2,3.907600000000002,395.12250027999994,5,2,3.907600000000002,True
225,225,CHEMBL4171742,169.2,nM,CCNC(=O)c1cc(NC(=O)NCc2cc(OCC)c(NS(C)(=O)=O)cc2OCC)ccc1OCC,6.771599641296995,522.2148204279999,7,4,3.3256000000000023,522.2148204279999,7,4,3.3256000000000023,True
229,229,CHEMBL209180,170.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccccc3Br)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.769551078621726,588.0136738720001,6,3,3.4785000000000013,588.0136738720001,6,3,3.4785000000000013,True
230,230,CHEMBL403680,170.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(CCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,6.769551078621726,632.137496624,6,3,4.366800000000002,632.137496624,6,3,4.366800000000002,True
235,235,CHEMBL196268,180.0,nM,CS(=O)(=O)Nc1ccc(CN(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1,6.7447274948966935,634.06563007,7,4,3.1396000000000015,634.06563007,7,4,3.1396000000000015,True
236,236,CHEMBL403746,180.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,6.7447274948966935,582.140690184,6,3,3.4871000000000016,582.140690184,6,3,3.4871000000000016,True
238,238,CHEMBL4176838,184.1,nM,CCCNC(=O)c1cc(NC(=O)NCc2cc(OCC)c(NS(C)(=O)=O)cc2OCC)ccc1OCC,6.734946211495986,536.2304704919999,7,4,3.715700000000002,536.2304704919999,7,4,3.715700000000002,True
239,239,CHEMBL1242457,185.0,nM,Nc1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,6.732828271596986,386.07251330800005,5,2,5.656900000000003,386.07251330800005,5,2,5.656900000000003,True
240,240,CHEMBL1242643,187.0,nM,CC1CN(c2ccc(-c3nc(-c4ccc5oc6c(C(=O)O)cccc6c5c4)cs3)cc2)CC(C)O1,6.7281583934635005,484.1456782479999,6,1,6.688300000000005,484.1456782479999,6,1,6.688300000000005,True
244,244,CHEMBL8725,190.0,nM,COC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OCc1ccccc1,6.721246399047171,648.093733172,6,4,4.828600000000005,648.093733172,6,4,4.828600000000005,True
247,247,CHEMBL208982,190.0,nM,Cc1cccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc12,6.721246399047171,600.1501119959999,6,3,4.6914200000000035,600.1501119959999,6,3,4.6914200000000035,True
248,248,CHEMBL382311,190.0,nM,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)C(N)=O,6.721246399047171,486.15730555199997,6,4,-0.16259999999999797,486.15730555199997,6,4,-0.16259999999999797,True
250,250,CHEMBL2206064,200.0,nM,CNc1nc(N)nc2nc(-c3c(Oc4ccccc4)cccc3C(F)(F)F)ccc12,6.698970004336019,411.130694792,6,2,5.126800000000003,411.130694792,6,2,5.126800000000003,True
252,252,CHEMBL1242552,201.0,nM,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc([N+](=O)[O-])cc4)n3)cc12,6.696803942579511,416.046692484,6,1,5.9829000000000025,416.046692484,6,1,5.9829000000000025,True
253,253,CHEMBL3593819,203.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OC)cc1,6.692503962086787,437.162056584,6,3,3.1858000000000013,437.162056584,6,3,3.1858000000000013,True
254,254,CHEMBL3593821,204.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OC)c(OC)c1,6.690369832574101,467.172621268,7,3,3.1944000000000017,467.172621268,7,3,3.1944000000000017,True
257,257,CHEMBL253475,210.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)C3=NC[C@@H](Cc4ccccc4)N3)cc2)S(=O)(=O)N1,6.6777807052660805,570.140690184,7,3,2.2191,570.140690184,7,3,2.2191,True
258,258,CHEMBL369943,210.0,nM,O=P(O)(O)C(F)(F)c1ccc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccccc2)cc1,6.6777807052660805,551.05500581,6,2,4.823200000000004,551.05500581,6,2,4.823200000000004,True
259,259,CHEMBL3593818,212.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(Br)cc1,6.673664139071248,485.062003968,5,3,3.939700000000002,485.062003968,5,3,3.939700000000002,True
265,265,CHEMBL197681,220.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)c2ccc(-c3csnn3)cc2)cc1,6.657577319177793,611.0397496699999,8,3,4.291000000000004,611.0397496699999,8,3,4.291000000000004,True
268,268,CHEMBL3634592,222.0,nM,CCOc1ccc(S(=O)(=O)N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)cc1,6.653647025549361,729.1848428279999,9,0,4.381600000000004,729.1848428279999,9,0,4.381600000000004,True
269,269,CHEMBL280647,230.0,nM,CCCCc1oc2ccccc2c1C(O)c1ccc(-c2ccc(O)cc2)cc1,6.638272163982407,372.17254462799997,3,2,6.2297000000000065,372.17254462799997,3,2,6.2297000000000065,True
272,272,CHEMBL247075,230.0,nM,O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)N1,6.638272163982407,521.0991597200001,7,3,4.598400000000003,521.0991597200001,7,3,4.598400000000003,True
274,274,CHEMBL208984,240.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(Cl)c3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.619788758288394,578.0252171000001,6,3,4.022800000000003,578.0252171000001,6,3,4.022800000000003,True
275,275,CHEMBL4861976,240.0,nM,c1ccc(Cc2nc3ccccc3n3cccc23)cc1,6.619788758288394,258.115698448,2,0,4.078300000000002,258.115698448,2,0,4.078300000000002,True
276,276,CHEMBL377138,240.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c3nc4c(O)cccc4[nH]3)cc2)S(=O)(=O)N1,6.619788758288394,602.129376552,7,4,4.088600000000002,602.129376552,7,4,4.088600000000002,True
277,277,CHEMBL254513,240.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc[nH]3)cc2)S(=O)(=O)N1,6.619788758288394,528.074896368,6,3,2.5816,528.074896368,6,3,2.5816,True
280,280,CHEMBL2206071,250.0,nM,CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)c(C(=O)O)cc12,6.6020599913279625,363.0943092839999,6,3,3.032700000000001,363.0943092839999,6,3,3.032700000000001,True
282,282,CHEMBL4876185,250.0,nM,CCCCCCS(=O)(=O)NC(=O)c1ccc(CSCc2ccc(-c3ccccc3)cc2)cc1,6.6020599913279625,481.174535852,4,1,6.426900000000006,481.174535852,4,1,6.426900000000006,True
283,283,CHEMBL260914,250.0,nM,NC(=O)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,6.6020599913279625,379.93731190599993,3,3,2.323200000000001,379.93731190599993,3,3,2.323200000000001,True
284,284,CHEMBL404319,250.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(Cc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,6.6020599913279625,568.1250401200001,6,3,3.292700000000001,568.1250401200001,6,3,3.292700000000001,True
285,285,CHEMBL1242363,257.0,nM,CN(C)c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,6.590066876668706,414.10381343600005,5,1,6.140700000000003,414.10381343600005,5,1,6.140700000000003,True
286,286,CHEMBL253478,260.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,6.585026652029182,610.171990312,6,3,4.267300000000002,610.171990312,6,3,4.267300000000002,True
287,287,CHEMBL2205521,260.0,nM,CNc1nc(N)nc2nc(-c3c(F)cccc3C(F)(F)F)ccc12,6.585026652029182,337.095058232,5,2,3.473600000000001,337.095058232,5,2,3.473600000000001,True
289,289,CHEMBL61186,270.0,nM,CCOC(=O)CCC1=C(n2ccc3ccccc32)c2ccccc2C(=O)C1=O,6.568636235841012,373.131408088,5,0,4.009400000000003,373.131408088,5,0,4.009400000000003,True
290,290,CHEMBL371026,270.0,nM,CCCCCCCCCCCCCCC(=O)c1ccc2c(-c3ccc(OCC(=O)O)cc3)nocc1-2,6.568636235841012,493.28282334799997,5,1,8.183700000000009,493.28282334799997,5,1,8.183700000000009,True
292,292,CHEMBL2206070,270.0,nM,CCCc1cc2c(NC)nc(N)nc2nc1-c1ccccc1C(F)(F)F,6.568636235841012,361.15143023599995,5,2,4.287000000000003,361.15143023599995,5,2,4.287000000000003,True
293,293,CHEMBL440955,270.0,nM,O=C1C[C@@H](c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.568636235841012,503.1085815320001,7,3,4.459300000000003,503.1085815320001,7,3,4.459300000000003,True
294,294,CHEMBL3901092,270.0,nM,O=C1CC(c2ccc(CC(Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.568636235841012,503.1085815320001,7,3,4.459300000000003,503.1085815320001,7,3,4.459300000000003,True
295,295,CHEMBL378992,280.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(Cl)cc3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.552841968657781,578.0252171000001,6,3,4.022800000000003,578.0252171000001,6,3,4.022800000000003,True
297,297,CHEMBL1242642,280.0,nM,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(N5CCOCC5)cc4)n3)cc12,6.552841968657781,456.11437812,6,1,5.911300000000004,456.11437812,6,1,5.911300000000004,True
300,300,CHEMBL4474009,285.0,nM,CCOc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4)o3)cc2)cc1,6.54515513999149,467.036834776,6,2,6.373300000000005,467.036834776,6,2,6.373300000000005,True
306,306,CHEMBL252277,300.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc(Cc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,6.522878745280337,618.1218465600001,6,3,4.172400000000002,618.1218465600001,6,3,4.172400000000002,True
307,307,CHEMBL377476,300.0,nM,Cc1ccccc1S(=O)(=O)NC(Cc1ccc(C2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,6.522878745280337,524.118811868,6,3,3.024420000000001,524.118811868,6,3,3.024420000000001,True
308,308,CHEMBL557655,304.0,nM,O=C(CCCC[C@@H]1CCSS1)Nc1ccc2c(c1)C(=O)O[C@H](C(=O)O)C2,6.517126416391246,395.0861147719999,6,2,3.505300000000001,395.0861147719999,6,2,3.505300000000001,True
309,309,CHEMBL3593817,309.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(C)cc1,6.510041520575165,421.16714196400005,5,3,3.4856200000000017,421.16714196400005,5,3,3.4856200000000017,True
310,310,CHEMBL260442,310.0,nM,N#Cc1ccc2cc(C(F)(F)P(=O)(O)O)c(Br)cc2c1,6.508638306165727,360.931498254,2,2,3.7009800000000013,360.931498254,2,2,3.7009800000000013,True
312,312,CHEMBL58737,320.0,nM,O=C1C=C(C2CCCCC2)c2ccccc2C1=O,6.494850021680094,240.115029752,2,0,3.415700000000002,240.115029752,2,0,3.415700000000002,True
313,313,CHEMBL4877884,320.0,nM,Cc1c2cccn2c2ccccc2[n+]1C.[I-],6.494850021680094,324.012346416,1,0,-0.7705799999999994,324.012346416,1,0,-0.7705799999999994,True
315,315,CHEMBL23989,330.0,nM,CCCCc1oc2ccccc2c1Cc1ccc2c(Br)c(O)ccc2c1,6.481486060122112,408.072492012,2,1,6.987500000000005,408.072492012,2,1,6.987500000000005,True
316,316,CHEMBL408382,330.0,nM,Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,6.481486060122112,349.9518993499999,1,2,4.1377200000000025,349.9518993499999,1,2,4.1377200000000025,True
317,317,CHEMBL58848,330.0,nM,COC(=O)CCc1ccc2c(c1)C(c1ccccc1)=CC(=O)C2=O,6.481486060122112,320.10485899199995,4,0,2.989300000000002,320.10485899199995,4,0,2.989300000000002,True
321,321,CHEMBL212319,340.0,nM,O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2Br)S(=O)(=O)[N-]1.[Na+],6.468521082957745,609.9956181200001,6,2,1.2666,609.9956181200001,6,2,1.2666,True
323,323,CHEMBL3634591,346.0,nM,COC(=O)CN(c1ccc(CN(c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)S(=O)(=O)c2ccc(OC)cc2)cc1)S(C)(=O)=O,6.460923901207224,715.1691927640001,9,0,3.991500000000004,715.1691927640001,9,0,3.991500000000004,True
326,326,CHEMBL253501,350.0,nM,COC(=O)c1c(O)cccc1OCCCc1cnc(C(Cc2ccc(C3CC(=O)NS3(=O)=O)c(C)c2)NS(=O)(=O)c2cccc(F)c2)[nH]1,6.455931955649724,700.167298856,10,4,3.514120000000002,700.167298856,10,4,3.514120000000002,True
327,327,CHEMBL1097720,350.0,nM,CCCCCCCCCCCCCCCCCC(=O)c1cc(C(=O)Nc2ccccc2C(=O)O)[nH]n1,6.455931955649724,497.32535685600004,4,3,7.804400000000008,497.32535685600004,4,3,7.804400000000008,True
328,328,CHEMBL2206063,350.0,nM,CNc1nc(N)nc2nc(-c3c(SC)cccc3C(F)(F)F)ccc12,6.455931955649724,365.092201108,6,2,4.056400000000002,365.092201108,6,2,4.056400000000002,True
331,331,CHEMBL246659,350.0,nM,COc1ccc2nc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)sc2c1,6.455931955649724,533.119146216,8,3,4.467900000000003,533.119146216,8,3,4.467900000000003,True
333,333,CHEMBL2424687,350.0,nM,N#CC1=C(N)N(c2ccccc2)N=C2COCC=C21,6.455931955649724,252.101111004,5,1,1.51308,252.101111004,5,1,1.51308,True
334,334,CHEMBL549372,353.7,nM,CC1(C)SCC(CCC(=O)Nc2ccc3c(c2)CO[C@H](C(=O)O)C3)S1,6.451364940185249,381.10685021599994,5,2,3.515900000000001,381.10685021599994,5,2,3.515900000000001,True
335,335,CHEMBL24900,354.0,nM,O=C(O)c1ccc(S(=O)(=O)Oc2ccc(-c3ccc(-c4coc5ccccc45)cc3)cc2)cc1O,6.450996737974212,486.07732391599995,6,2,5.938300000000005,486.07732391599995,6,2,5.938300000000005,True
336,336,CHEMBL3824236,355.0,nM,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccccc3)c(C(=O)OC)c2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,6.449771646944906,666.1705726680001,9,0,4.5278000000000045,666.1705726680001,9,0,4.5278000000000045,True
337,337,CHEMBL557861,358.3,nM,CCCCO[C@@H](Cc1ccc(NC(=O)CCCC[C@@H]2CCSS2)cc1)C(=O)O,6.445753191833889,425.16945047200005,5,2,5.151600000000004,425.16945047200005,5,2,5.151600000000004,True
341,341,CHEMBL428651,360.0,nM,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Cl)c1)c1ccccc1,6.443697499232712,450.0599298059999,2,2,5.7762000000000056,450.0599298059999,2,2,5.7762000000000056,True
345,345,CHEMBL562392,373.7,nM,CCCO[C@@H](Cc1ccc(NC(=O)CCCC[C@@H]2CCSS2)cc1)C(=O)O,6.427476902150362,411.15380040799994,5,2,4.761500000000003,411.15380040799994,5,2,4.761500000000003,True
347,347,CHEMBL24680,380.0,nM,CCCCc1oc2ccccc2c1Cc1ccc2c(I)c(O)ccc2c1,6.42021640338319,456.05862791199996,2,1,6.8296000000000054,456.05862791199996,2,1,6.8296000000000054,True
350,350,CHEMBL550462,383.7,nM,O=C(CCCCc1cccs1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,6.416008200801684,359.11912915199997,4,2,3.6255000000000015,359.11912915199997,4,2,3.6255000000000015,True
352,352,CHEMBL556076,385.7,nM,CC1(C)SCC(CCC(=O)Nc2ccc3c(c2)C[C@@H](C(=O)O)OC3)S1,6.413750361133959,381.10685021599994,5,2,3.515900000000001,381.10685021599994,5,2,3.515900000000001,True
354,354,CHEMBL1242735,388.0,nM,O=C(O)c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,6.411168274405792,415.05144351600006,5,2,5.772900000000003,415.05144351600006,5,2,5.772900000000003,True
355,355,CHEMBL9070,390.0,nM,COC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)O,6.4089353929735005,558.04678298,5,5,3.169800000000003,558.04678298,5,5,3.169800000000003,True
356,356,CHEMBL1242736,395.0,nM,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4ccc(I)cc4)n3)cc12,6.403402904373539,496.958262244,4,1,6.679300000000003,496.958262244,4,1,6.679300000000003,True
360,360,CHEMBL110642,400.0,nM,C=C1OC(=O)C(C(=O)CCCCCCCCCCCCCCC)=C1O,6.3979400086720375,350.24570956799994,4,1,5.919400000000006,350.24570956799994,4,1,5.919400000000006,True
361,361,CHEMBL3427124,400.0,nM,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(COS(C)(=O)=O)OC1=O,6.3979400086720375,446.2338245559999,7,1,4.750500000000003,446.2338245559999,7,1,4.750500000000003,True
362,362,CHEMBL3808919,400.0,nM,CC(C)=CCc1c(O)ccc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)c1O,6.3979400086720375,422.1729385519999,6,4,5.299800000000006,422.1729385519999,6,4,5.299800000000006,True
363,363,CHEMBL3427125,400.0,nM,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(COC(C)=O)OC1=O,6.3979400086720375,410.2668389359999,6,1,5.337400000000004,410.2668389359999,6,1,5.337400000000004,True
364,364,CHEMBL395386,400.0,nM,N#Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O,6.3979400086720375,528.1038305,8,3,4.330980000000004,528.1038305,8,3,4.330980000000004,True
365,365,CHEMBL4874822,410.0,nM,CC1Nc2ccccc2-n2cccc21,6.3872161432802645,184.100048384,2,1,2.963800000000001,184.100048384,2,1,2.963800000000001,True
366,366,CHEMBL4750435,410.0,nM,COc1ccc(-n2cc(-c3ccc4ccc(=O)oc4c3)c3cc(-c4ccc(C(=O)O)cc4)cnc32)cc1,6.3872161432802645,488.13722174,6,1,6.172700000000004,488.13722174,6,1,6.172700000000004,True
372,372,CHEMBL246036,420.0,nM,O=C1CC(c2ccc(C[C@H](Nc3nc4cc(F)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.376750709602099,521.0991597200001,7,3,4.598400000000003,521.0991597200001,7,3,4.598400000000003,True
373,373,CHEMBL4095230,420.0,nM,CCCCC/C=C\C/C=C\CCCCCCCC1(O)CC(=O)c2c(O)cc(O)cc2O1,6.376750709602099,430.2719243159999,5,3,6.565100000000008,430.2719243159999,5,3,6.565100000000008,True
375,375,CHEMBL1242826,425.0,nM,O=C(O)c1cccc2c1oc1ccc(-c3csc(-c4cccc(I)c4)n3)cc12,6.371611069949688,496.958262244,4,1,6.679300000000003,496.958262244,4,1,6.679300000000003,True
376,376,CHEMBL559312,429.0,nM,O=C(CCCCc1cccs1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,6.367542707815276,359.11912915199997,4,2,3.6255000000000015,359.11912915199997,4,2,3.6255000000000015,True
377,377,CHEMBL2206067,430.0,nM,CNc1nc(N)nc2nc(-c3c(N4CCCC4)cccc3C(F)(F)F)ccc12,6.366531544420413,388.162329268,6,2,3.934700000000003,388.162329268,6,2,3.934700000000003,True
380,380,CHEMBL301909,430.0,nM,CCOC(=O)CCC1=C(c2ccccc2)c2ccccc2C(=O)C1=O,6.366531544420413,334.12050905599995,4,0,3.5972000000000026,334.12050905599995,4,0,3.5972000000000026,True
383,383,CHEMBL279242,440.0,nM,CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(OC(Cc3ccccc3)C(=O)O)cc2)cc1,6.356547323513812,490.21440943999994,3,1,8.184100000000006,490.21440943999994,3,1,8.184100000000006,True
384,384,CHEMBL59402,440.0,nM,O=C1C=C(c2ccc(O)cc2)c2ccccc2C1=O,6.356547323513812,250.06299418,3,1,2.5893000000000006,250.06299418,3,1,2.5893000000000006,True
387,387,CHEMBL4087528,450.0,nM,CC/C=C\C/C=C\C/C=C\CCCCCCCC1(O)CC(=O)c2c(O)cc(O)cc2O1,6.346787486224656,428.2562742519999,5,3,6.341100000000008,428.2562742519999,5,3,6.341100000000008,True
388,388,CHEMBL4850859,450.0,nM,CC1Nc2ccc(Cl)cc2-n2cccc21,6.346787486224656,218.061076032,2,1,3.6172000000000013,218.061076032,2,1,3.6172000000000013,True
390,390,CHEMBL1644933,450.0,nM,CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)c(CC=C(C)C)c2O)ccc1O,6.346787486224656,392.19875937599994,4,3,5.716900000000006,392.19875937599994,4,3,5.716900000000006,True
395,395,CHEMBL377613,460.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3c(Cl)cccc3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,6.337242168318426,578.0252171000001,6,3,4.022800000000003,578.0252171000001,6,3,4.022800000000003,True
396,396,CHEMBL24140,460.0,nM,O=C(O)/C=C\C(=O)Nc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1O,6.337242168318426,489.157622836,4,3,6.642500000000005,489.157622836,4,3,6.642500000000005,True
398,398,CHEMBL247278,460.0,nM,Cc1cc(C[C@H](Nc2nc3ccccc3s2)c2nc3ccccc3[nH]2)ccc1C1CC(=O)NS1(=O)=O,6.337242168318426,517.124231596,7,3,4.767720000000004,517.124231596,7,3,4.767720000000004,True
399,399,CHEMBL1938823,460.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C3CC(=O)NS3(=O)=O)c(F)c2)cc1,6.337242168318426,646.0662049160002,10,2,3.089500000000002,646.0662049160002,10,2,3.089500000000002,True
403,403,CHEMBL3634683,470.0,nM,CCOc1ccc(S(=O)(=O)Nc2ccc(N(Cc3ccc(N(CC(=O)OC)S(=O)(=O)CC)cc3)S(=O)(=O)Cc3ccccc3)cc2)cc1,6.327902142064282,715.1691927640001,9,1,4.751800000000006,715.1691927640001,9,1,4.751800000000006,True
404,404,CHEMBL396584,470.0,nM,N#Cc1ccc2[nH]c([C@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)Nc3nc4ccccc4s3)nc2c1,6.327902142064282,528.1038305000001,8,3,4.330980000000003,528.1038305000001,8,3,4.330980000000003,True
405,405,CHEMBL1938821,470.0,nM,Cc1cc(CN(Cc2ccc(-c3csnn3)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc1C1CC(=O)NS1(=O)=O,6.327902142064282,642.0912767919999,10,2,3.25882,642.0912767919999,10,2,3.25882,True
406,406,CHEMBL398020,470.0,nM,N#Cc1ccc2nc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)sc2c1,6.327902142064282,528.1038305,8,3,4.330980000000003,528.1038305,8,3,4.330980000000003,True
407,407,CHEMBL2216806,480.0,nM,O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccc(OCc4ccccc4)cc3)cc2)SC1=S,6.318758762624412,461.07555008800006,5,1,5.2184000000000035,461.07555008800006,5,1,5.2184000000000035,True
